,year,month,day,date,round,point,replicate,cloud.cover,precipitation,temperature,wind,sound.low,sound.avg,sound.high,species,detection,bearing,distance,hour,minute,habitat,notes
48,2024,4,21,4/21/24,1,3,1,0,0,65.8,0.7,33.6,66.8,89.8,ANHU,aud,250,19,8,35,NA,mating display
49,2024,4,21,4/21/24,1,3,1,0,0,65.8,0.7,33.6,66.8,89.8,HOFI,vis,237,NA,8,36,NA,NA
50,2024,4,21,4/21/24,1,3,1,0,0,65.8,0.7,33.6,66.8,89.8,RWBL,aud,135,30,8,37,NA,NA
51,2024,4,21,4/21/24,1,3,1,0,0,65.8,0.7,33.6,66.8,89.8,WEBL,vis,215,130,8,38,NA,male and female
52,2024,4,21,4/21/24,1,3,1,0,0,65.8,0.7,33.6,66.8,89.8,WEBL,vis,215,130,8,38,NA,male and female
53,2024,4,21,4/21/24,1,3,2,0,0,68.7,0.6,33.3,67,87.1,RWBL,aud,170,30,8,42,NA,NA
54,2024,4,21,4/21/24,1,3,2,0,0,68.7,0.6,33.3,67,87.1,RWBL,aud,170,60,8,42,NA,NA
55,2024,4,21,4/21/24,1,3,2,0,0,68.7,0.6,33.3,67,87.1,AMCR,aud,125,NA,8,42,NA,NA
56,2024,4,21,4/21/24,1,3,2,0,0,68.7,0.6,33.3,67,87.1,COYE,aud,150,40,8,42,NA,NA
57,2024,4,21,4/21/24,1,3,2,0,0,68.7,0.6,33.3,67,87.1,UNBI,aud,200,NA,8,43,NA,NA
58,2024,4,21,4/21/24,1,3,2,0,0,68.7,0.6,33.3,67,87.1,SPTO,aud,150,NA,8,45,NA,NA
59,2024,4,21,4/21/24,1,3,2,0,0,68.7,0.6,33.3,67,87.1,WEME,aud,25,NA,8,45,NA,NA
60,2024,4,21,4/21/24,1,3,2,0,0,68.7,0.6,33.3,67,87.1,ACWO,vis,215,34,8,45,NA,fly to tree
61,2024,4,21,4/21/24,1,3,2,0,0,68.7,0.6,33.3,67,87.1,ACWO,vis,215,34,8,45,NA,fly to tree
62,2024,4,21,4/21/24,1,3,2,0,0,68.7,0.6,33.3,67,87.1,ACWO,vis,215,34,8,45,NA,fly to tree
63,2024,4,21,4/21/24,1,3,2,0,0,68.7,0.6,33.3,67,87.1,RWBL,aud,330,NA,8,46,NA,NA
64,2024,4,21,4/21/24,1,3,2,0,0,68.7,0.6,33.3,67,87.1,AMCR,vis,110,95,8,46,NA,fly to perch
65,2024,4,21,4/21/24,1,21,1,0,0,66.5,0,35.3,63.5,83.5,SOSP,aud,150,NA,8,5,V,NA
66,2024,4,21,4/21/24,1,21,1,0,0,66.5,0,35.3,63.5,83.5,EUCD,vis,160,NA,8,6,NA,FO
67,2024,4,21,4/21/24,1,21,1,0,0,66.5,0,35.3,63.5,83.5,EUCD,vis,160,NA,8,6,NA,FO
68,2024,4,21,4/21/24,1,21,1,0,0,66.5,0,35.3,63.5,83.5,WEFL,aud,55,NA,8,7,NA,NA
69,2024,4,21,4/21/24,1,21,1,0,0,66.5,0,35.3,63.5,83.5,CASJ,"aud, vis",75,42.4,8,7,NA,NA
70,2024,4,21,4/21/24,1,21,1,0,0,66.5,0,35.3,63.5,83.5,WEKI,vis,330,51,8,9,NA,nesting material
71,2024,4,21,4/21/24,1,21,1,0,0,66.5,0,35.3,63.5,83.5,BLPH,aud,240,NA,8,9,NA,NA
72,2024,4,21,4/21/24,1,21,1,0,0,66.5,0,35.3,63.5,83.5,SOSP,aud,170,NA,8,10,V,NA
73,2024,4,21,4/21/24,1,21,1,0,0,66.5,0,35.3,63.5,83.5,EUST,vis,260,45,8,10,NA,FO
74,2024,4,21,4/21/24,1,21,1,0,0,66.5,0,35.3,63.5,83.5,WEKI,vis,210,32,8,10,NA,NA
75,2024,4,21,4/21/24,1,21,1,0,0,66.5,0,35.3,63.5,83.5,WEKI,vis,210,32,8,10,NA,NA
76,2024,4,21,4/21/24,1,21,2,0,0,68.5,0.7,35.2,66.9,90,UNKN,aud,200,NA,8,16,NA,NA
77,2024,4,21,4/21/24,1,21,2,0,0,68.5,0.7,35.2,66.9,90,BLPH,vis,200,28.6,8,16,NA,NA
78,2024,4,21,4/21/24,1,21,2,0,0,68.5,0.7,35.2,66.9,90,HOFI,aud,70,NA,8,17,NA,NA
79,2024,4,21,4/21/24,1,21,2,0,0,68.5,0.7,35.2,66.9,90,CAKI,vis,350,26.2,8,17,NA,NA
80,2024,4,21,4/21/24,1,21,2,0,0,68.5,0.7,35.2,66.9,90,UNBL,vis,130,50,8,18,NA,FO
81,2024,4,21,4/21/24,1,21,2,0,0,68.5,0.7,35.2,66.9,90,AMCR,vis,68,100,8,18,NA,FO
82,2024,4,21,4/21/24,1,21,2,0,0,68.5,0.7,35.2,66.9,90,ANHU,aud,40,NA,8,18,NA,NA
83,2024,4,21,4/21/24,1,21,2,0,0,68.5,0.7,35.2,66.9,90,SOSP,vis,345,NA,8,19,NA,FO
84,2024,4,21,4/21/24,1,21,2,0,0,68.5,0.7,35.2,66.9,90,WEFL,aud,230,NA,8,19,NA,NA
85,2024,4,21,4/21/24,1,21,2,0,0,68.5,0.7,35.2,66.9,90,CASJ,aud,30,NA,8,20,NA,NA
86,2024,4,21,4/21/24,1,31,1,0,0,66.2,0.6,33.4,66.2,88.4,HOFI,aud,266,130,7,27,NA,NA
87,2024,4,21,4/21/24,1,31,1,0,0,66.2,0.6,33.4,66.2,88.4,HOFI,aud,266,130,7,27,NA,NA
88,2024,4,21,4/21/24,1,31,1,0,0,66.2,0.6,33.4,66.2,88.4,WEME,aud,336,NA,7,29,NA,NA
89,2024,4,21,4/21/24,1,31,1,0,0,66.2,0.6,33.4,66.2,88.4,WEFL,aud,270,130,7,29,NA,NA
90,2024,4,21,4/21/24,1,31,1,0,0,66.2,0.6,33.4,66.2,88.4,EUST,vis,145,99,7,30,NA,NA
91,2024,4,21,4/21/24,1,31,1,0,0,66.2,0.6,33.4,66.2,88.4,BRBL,aud,175,NA,7,30,NA,NA
92,2024,4,21,4/21/24,1,31,1,0,0,66.2,0.6,33.4,66.2,88.4,BLPH,aud,272,NA,7,31,NA,NA
93,2024,4,21,4/21/24,1,31,1,0,0,66.2,0.6,33.4,66.2,88.4,WEKI,aud,250,NA,7,32,NA,NA
94,2024,4,21,4/21/24,1,31,1,0,0,66.2,0.6,33.4,66.2,88.4,WEKI,aud,250,NA,7,32,NA,NA
95,2024,4,21,4/21/24,1,31,1,0,0,66.2,0.6,33.4,66.2,88.4,WEBL,vis,205,NA,7,32,NA,FO
96,2024,4,21,4/21/24,1,31,2,0,0,62.6,0.7,33.7,62,81.2,WEKI,vis,143,NA,7,39,NA,FO
97,2024,4,21,4/21/24,1,31,2,0,0,62.6,0.7,33.7,62,81.2,HOFI,aud,232,NA,7,39,NA,NA
98,2024,4,21,4/21/24,1,31,2,0,0,62.6,0.7,33.7,62,81.2,UNHU,vis,230,NA,7,39,NA,NA
99,2024,4,21,4/21/24,1,31,2,0,0,62.6,0.7,33.7,62,81.2,EUCD,vis,240,121,7,40,NA,NA
100,2024,4,21,4/21/24,1,31,2,0,0,62.6,0.7,33.7,62,81.2,WEME,aud,345,NA,7,41,NA,NA
101,2024,4,21,4/21/24,1,31,2,0,0,62.6,0.7,33.7,62,81.2,MODO,aud,110,200,7,43,NA,NA
102,2024,4,21,4/21/24,1,31,2,0,0,62.6,0.7,33.7,62,81.2,AMCR,vis,210,NA,7,43,NA,FO
103,2024,4,21,4/21/24,1,31,2,0,0,62.6,0.7,33.7,62,81.2,RSHA,aud,145,NA,7,44,NA,NA
104,2024,4,21,4/21/24,1,31,2,0,0,62.6,0.7,33.7,62,81.2,RSHA,vis,180,230,7,44,NA,NA
105,2024,4,24,4/24/24,1,1,1,100,0,61.6,1.1,40,71.7,89.7,RSHA,V,24,25,9,51,RC,NA
106,2024,4,24,4/24/24,1,1,1,100,0,61.6,1.1,40,71.7,89.7,RSHA,V,24,25,9,51,RC,NA
107,2024,4,24,4/24/24,1,1,1,100,0,61.6,1.1,40,71.7,89.7,RSHA,V,24,25,9,51,RC,NA
108,2024,4,24,4/24/24,1,1,1,100,0,61.6,1.1,40,71.7,89.7,RSHA,V,24,25,9,51,RC,NA
109,2024,4,24,4/24/24,1,1,1,100,0,61.6,1.1,40,71.7,89.7,TRSW,V,200,75,9,51,RC,"FO, maybe other swallow species too"
110,2024,4,24,4/24/24,1,1,1,100,0,61.6,1.1,40,71.7,89.7,TRSW,V,200,75,9,51,RC,"FO, maybe other swallow species too"
111,2024,4,24,4/24/24,1,1,1,100,0,61.6,1.1,40,71.7,89.7,TRSW,V,200,75,9,51,RC,"FO, maybe other swallow species too"
112,2024,4,24,4/24/24,1,1,1,100,0,61.6,1.1,40,71.7,89.7,TRSW,V,200,75,9,51,RC,"FO, maybe other swallow species too"
113,2024,4,24,4/24/24,1,1,1,100,0,61.6,1.1,40,71.7,89.7,TRSW,V,200,75,9,51,RC,"FO, maybe other swallow species too"
114,2024,4,24,4/24/24,1,1,1,100,0,61.6,1.1,40,71.7,89.7,TRSW,V,200,75,9,51,RC,"FO, maybe other swallow species too"
115,2024,4,24,4/24/24,1,1,1,100,0,61.6,1.1,40,71.7,89.7,TRSW,V,200,75,9,51,RC,"FO, maybe other swallow species too"
116,2024,4,24,4/24/24,1,1,1,100,0,61.6,1.1,40,71.7,89.7,TRSW,V,200,75,9,51,RC,"FO, maybe other swallow species too"
117,2024,4,24,4/24/24,1,1,1,100,0,61.6,1.1,40,71.7,89.7,TRSW,V,200,75,9,51,RC,"FO, maybe other swallow species too"
118,2024,4,24,4/24/24,1,1,1,100,0,61.6,1.1,40,71.7,89.7,TRSW,V,200,75,9,51,RC,"FO, maybe other swallow species too"
119,2024,4,24,4/24/24,1,1,1,100,0,61.6,1.1,40,71.7,89.7,TRSW,V,200,75,9,51,RC,"FO, maybe other swallow species too"
120,2024,4,24,4/24/24,1,1,1,100,0,61.6,1.1,40,71.7,89.7,TRSW,V,200,75,9,51,RC,"FO, maybe other swallow species too"
121,2024,4,24,4/24/24,1,1,1,100,0,61.6,1.1,40,71.7,89.7,TRSW,V,200,75,9,51,RC,"FO, maybe other swallow species too"
122,2024,4,24,4/24/24,1,1,1,100,0,61.6,1.1,40,71.7,89.7,TRSW,V,200,75,9,51,RC,"FO, maybe other swallow species too"
123,2024,4,24,4/24/24,1,1,1,100,0,61.6,1.1,40,71.7,89.7,TRSW,V,200,75,9,51,RC,"FO, maybe other swallow species too"
124,2024,4,24,4/24/24,1,1,1,100,0,61.6,1.1,40,71.7,89.7,TRSW,V,200,75,9,51,RC,"FO, maybe other swallow species too"
125,2024,4,24,4/24/24,1,1,1,100,0,61.6,1.1,40,71.7,89.7,TRSW,V,200,75,9,51,RC,"FO, maybe other swallow species too"
126,2024,4,24,4/24/24,1,1,1,100,0,61.6,1.1,40,71.7,89.7,TRSW,V,200,75,9,51,RC,"FO, maybe other swallow species too"
127,2024,4,24,4/24/24,1,1,1,100,0,61.6,1.1,40,71.7,89.7,TRSW,V,200,75,9,51,RC,"FO, maybe other swallow species too"
128,2024,4,24,4/24/24,1,1,1,100,0,61.6,1.1,40,71.7,89.7,TRSW,V,200,75,9,51,RC,"FO, maybe other swallow species too"
129,2024,4,24,4/24/24,1,1,1,100,0,61.6,1.1,40,71.7,89.7,TRSW,V,200,75,9,51,RC,"FO, maybe other swallow species too"
130,2024,4,24,4/24/24,1,1,1,100,0,61.6,1.1,40,71.7,89.7,TRSW,V,200,75,9,51,RC,"FO, maybe other swallow species too"
131,2024,4,24,4/24/24,1,1,1,100,0,61.6,1.1,40,71.7,89.7,TRSW,V,200,75,9,51,RC,"FO, maybe other swallow species too"
132,2024,4,24,4/24/24,1,1,1,100,0,61.6,1.1,40,71.7,89.7,TRSW,V,200,75,9,51,RC,"FO, maybe other swallow species too"
133,2024,4,24,4/24/24,1,1,1,100,0,61.6,1.1,40,71.7,89.7,TRSW,V,200,75,9,51,RC,"FO, maybe other swallow species too"
134,2024,4,24,4/24/24,1,1,1,100,0,61.6,1.1,40,71.7,89.7,HOFI,A,189,50,9,53,NA,NA
135,2024,4,24,4/24/24,1,1,1,100,0,61.6,1.1,40,71.7,89.7,CALT,A,215,30,9,54,H,NA
136,2024,4,24,4/24/24,1,1,1,100,0,61.6,1.1,40,71.7,89.7,NOMO,A,205,25,9,54,NA,NA
137,2024,4,24,4/24/24,1,1,2,100,0,62.2,1,34.9,70.6,91,CAQU,V,210,24.5,9,57,V,NA
138,2024,4,24,4/24/24,1,1,2,100,0,62.2,1,34.9,70.6,91,CAQU,V,210,24.5,9,57,V,NA
139,2024,4,24,4/24/24,1,1,2,100,0,62.2,1,34.9,70.6,91,TRSW,V,215,10,9,58,NA,"FO, maybe other swallow species too"
140,2024,4,24,4/24/24,1,1,2,100,0,62.2,1,34.9,70.6,91,TRSW,V,215,10,9,58,NA,"FO, maybe other swallow species too"
141,2024,4,24,4/24/24,1,1,2,100,0,62.2,1,34.9,70.6,91,TRSW,V,215,10,9,58,NA,"FO, maybe other swallow species too"
142,2024,4,24,4/24/24,1,1,2,100,0,62.2,1,34.9,70.6,91,TRSW,V,215,10,9,58,NA,"FO, maybe other swallow species too"
143,2024,4,24,4/24/24,1,1,2,100,0,62.2,1,34.9,70.6,91,TRSW,V,215,10,9,58,NA,"FO, maybe other swallow species too"
144,2024,4,24,4/24/24,1,1,2,100,0,62.2,1,34.9,70.6,91,TRSW,V,215,10,9,58,NA,"FO, maybe other swallow species too"
145,2024,4,24,4/24/24,1,1,2,100,0,62.2,1,34.9,70.6,91,TRSW,V,215,10,9,58,NA,"FO, maybe other swallow species too"
146,2024,4,24,4/24/24,1,1,2,100,0,62.2,1,34.9,70.6,91,TRSW,V,215,10,9,58,NA,"FO, maybe other swallow species too"
147,2024,4,24,4/24/24,1,1,2,100,0,62.2,1,34.9,70.6,91,TRSW,V,215,10,9,58,NA,"FO, maybe other swallow species too"
148,2024,4,24,4/24/24,1,1,2,100,0,62.2,1,34.9,70.6,91,TRSW,V,215,10,9,58,NA,"FO, maybe other swallow species too"
149,2024,4,24,4/24/24,1,1,2,100,0,62.2,1,34.9,70.6,91,TRSW,V,215,10,9,58,NA,"FO, maybe other swallow species too"
150,2024,4,24,4/24/24,1,1,2,100,0,62.2,1,34.9,70.6,91,TRSW,V,215,10,9,58,NA,"FO, maybe other swallow species too"
151,2024,4,24,4/24/24,1,1,2,100,0,62.2,1,34.9,70.6,91,TRSW,V,215,10,9,58,NA,"FO, maybe other swallow species too"
152,2024,4,24,4/24/24,1,1,2,100,0,62.2,1,34.9,70.6,91,TRSW,V,215,10,9,58,NA,"FO, maybe other swallow species too"
153,2024,4,24,4/24/24,1,1,2,100,0,62.2,1,34.9,70.6,91,TRSW,V,215,10,9,58,NA,"FO, maybe other swallow species too"
154,2024,4,24,4/24/24,1,1,2,100,0,62.2,1,34.9,70.6,91,TRSW,V,215,10,9,58,NA,"FO, maybe other swallow species too"
155,2024,4,24,4/24/24,1,1,2,100,0,62.2,1,34.9,70.6,91,TRSW,V,215,10,9,58,NA,"FO, maybe other swallow species too"
156,2024,4,24,4/24/24,1,1,2,100,0,62.2,1,34.9,70.6,91,TRSW,V,215,10,9,58,NA,"FO, maybe other swallow species too"
157,2024,4,24,4/24/24,1,1,2,100,0,62.2,1,34.9,70.6,91,TRSW,V,215,10,9,58,NA,"FO, maybe other swallow species too"
158,2024,4,24,4/24/24,1,1,2,100,0,62.2,1,34.9,70.6,91,TRSW,V,215,10,9,58,NA,"FO, maybe other swallow species too"
159,2024,4,24,4/24/24,1,1,2,100,0,62.2,1,34.9,70.6,91,TRSW,V,215,10,9,58,NA,"FO, maybe other swallow species too"
160,2024,4,24,4/24/24,1,1,2,100,0,62.2,1,34.9,70.6,91,TRSW,V,215,10,9,58,NA,"FO, maybe other swallow species too"
161,2024,4,24,4/24/24,1,1,2,100,0,62.2,1,34.9,70.6,91,TRSW,V,215,10,9,58,NA,"FO, maybe other swallow species too"
162,2024,4,24,4/24/24,1,1,2,100,0,62.2,1,34.9,70.6,91,TRSW,V,215,10,9,58,NA,"FO, maybe other swallow species too"
163,2024,4,24,4/24/24,1,1,2,100,0,62.2,1,34.9,70.6,91,TRSW,V,215,10,9,58,NA,"FO, maybe other swallow species too"
164,2024,4,24,4/24/24,1,1,2,100,0,62.2,1,34.9,70.6,91,CASJ,A,240,75,9,58,NA,NA
165,2024,4,24,4/24/24,1,1,2,100,0,62.2,1,34.9,70.6,91,RWBL,V,29,100,9,59,RC,NA
166,2024,4,24,4/24/24,1,1,2,100,0,62.2,1,34.9,70.6,91,RWBL,V,29,100,9,59,RC,NA
167,2024,4,24,4/24/24,1,1,2,100,0,62.2,1,34.9,70.6,91,RWBL,V,29,100,9,59,RC,NA
168,2024,4,24,4/24/24,1,1,2,100,0,62.2,1,34.9,70.6,91,AMRO,A,252,75,9,59,NA,NA
169,2024,4,24,4/24/24,1,1,2,100,0,62.2,1,34.9,70.6,91,HOFI,"A, V",171,20,10,0,NA,FO
170,2024,4,24,4/24/24,1,11,1,100,0,60.9,1.5,32.1,71.8,89.7,RTHA,V,165,112,9,24,V,NA
171,2024,4,24,4/24/24,1,11,1,100,0,60.9,1.5,32.1,71.8,89.7,MODO,V,182,50,9,24,NA,FO
172,2024,4,24,4/24/24,1,11,1,100,0,60.9,1.5,32.1,71.8,89.7,RWBL,"A, V",206,138,9,26,NA,NA
173,2024,4,24,4/24/24,1,11,1,100,0,60.9,1.5,32.1,71.8,89.7,RWBL,"A, V",206,138,9,26,NA,NA
174,2024,4,24,4/24/24,1,11,1,100,0,60.9,1.5,32.1,71.8,89.7,RWBL,"A, V",206,138,9,26,NA,NA
175,2024,4,24,4/24/24,1,11,1,100,0,60.9,1.5,32.1,71.8,89.7,RWBL,"A, V",206,138,9,26,NA,NA
176,2024,4,24,4/24/24,1,11,1,100,0,60.9,1.5,32.1,71.8,89.7,RWBL,"A, V",206,138,9,26,NA,NA
177,2024,4,24,4/24/24,1,11,1,100,0,60.9,1.5,32.1,71.8,89.7,RWBL,"A, V",206,138,9,26,NA,NA
178,2024,4,24,4/24/24,1,11,1,100,0,60.9,1.5,32.1,71.8,89.7,HOFI,A,308,100,9,27,NA,NA
179,2024,4,24,4/24/24,1,11,2,100,0,59.3,0.8,34.7,71,89.3,RWBL,A,200,150,9,30,NA,NA
180,2024,4,24,4/24/24,1,11,2,100,0,59.3,0.8,34.7,71,89.3,RWBL,A,200,150,9,30,NA,NA
181,2024,4,24,4/24/24,1,11,2,100,0,59.3,0.8,34.7,71,89.3,RWBL,A,200,150,9,30,NA,NA
182,2024,4,24,4/24/24,1,11,2,100,0,59.3,0.8,34.7,71,89.3,RWBL,A,200,150,9,30,NA,NA
183,2024,4,24,4/24/24,1,11,2,100,0,59.3,0.8,34.7,71,89.3,RWBL,A,200,150,9,30,NA,NA
184,2024,4,24,4/24/24,1,11,2,100,0,59.3,0.8,34.7,71,89.3,HOFI,A,287,100,9,31,NA,NA
185,2024,4,24,4/24/24,1,11,2,100,0,59.3,0.8,34.7,71,89.3,TRSW,V,42,20,9,33,NA,"FO, maybe other swallow species too"
186,2024,4,24,4/24/24,1,11,2,100,0,59.3,0.8,34.7,71,89.3,TRSW,V,42,20,9,33,NA,"FO, maybe other swallow species too"
187,2024,4,24,4/24/24,1,11,2,100,0,59.3,0.8,34.7,71,89.3,TRSW,V,42,20,9,33,NA,"FO, maybe other swallow species too"
188,2024,4,24,4/24/24,1,11,2,100,0,59.3,0.8,34.7,71,89.3,TRSW,V,42,20,9,33,NA,"FO, maybe other swallow species too"
189,2024,4,24,4/24/24,1,11,2,100,0,59.3,0.8,34.7,71,89.3,TRSW,V,42,20,9,33,NA,"FO, maybe other swallow species too"
190,2024,4,24,4/24/24,1,11,2,100,0,59.3,0.8,34.7,71,89.3,TRSW,V,42,20,9,33,NA,"FO, maybe other swallow species too"
191,2024,4,24,4/24/24,1,11,2,100,0,59.3,0.8,34.7,71,89.3,TRSW,V,42,20,9,33,NA,"FO, maybe other swallow species too"
192,2024,4,24,4/24/24,1,11,2,100,0,59.3,0.8,34.7,71,89.3,TRSW,V,42,20,9,33,NA,"FO, maybe other swallow species too"
193,2024,4,24,4/24/24,1,11,2,100,0,59.3,0.8,34.7,71,89.3,TRSW,V,42,20,9,33,NA,"FO, maybe other swallow species too"
194,2024,4,24,4/24/24,1,11,2,100,0,59.3,0.8,34.7,71,89.3,TRSW,V,42,20,9,33,NA,"FO, maybe other swallow species too"
195,2024,4,24,4/24/24,1,11,2,100,0,59.3,0.8,34.7,71,89.3,TRSW,V,42,20,9,33,NA,"FO, maybe other swallow species too"
196,2024,4,24,4/24/24,1,11,2,100,0,59.3,0.8,34.7,71,89.3,TRSW,V,42,20,9,33,NA,"FO, maybe other swallow species too"
197,2024,4,24,4/24/24,1,11,2,100,0,59.3,0.8,34.7,71,89.3,TRSW,V,42,20,9,33,NA,"FO, maybe other swallow species too"
198,2024,4,24,4/24/24,1,11,2,100,0,59.3,0.8,34.7,71,89.3,TRSW,V,42,20,9,33,NA,"FO, maybe other swallow species too"
199,2024,4,24,4/24/24,1,11,2,100,0,59.3,0.8,34.7,71,89.3,TRSW,V,42,20,9,33,NA,"FO, maybe other swallow species too"
200,2024,4,24,4/24/24,1,11,2,100,0,59.3,0.8,34.7,71,89.3,TRSW,V,42,20,9,33,NA,"FO, maybe other swallow species too"
